"Fam"/t"binom"/t"biomass_total_MF1"/t"n_MF1"/t"n_MF2"/t"n_MF3"/t"n_MF4"/t"n_MF5"/t"n_MF6"/t"biomass_total_MF1"/t"biomass_total_MF2"/t"biomass_total_MF3"/t"biomass_total_MF4"/t"biomass_total_MF5"/t"biomass_total_MF6"
"151"/t"Anacardiaceae"/t"Astronium_graveolens"/tNA/tNA/t7/tNA/tNA/tNA/tNA/tNA/t0,612890677435506/tNA/tNA/tNA/tNA
"176"/t"Anacardiaceae"/t"Lithraea_molleoides"/tNA/tNA/t3/tNA/tNA/tNA/tNA/tNA/t1,44692205023515/tNA/tNA/tNA/tNA
"45"/t"Anacardiaceae"/t"Schinus_terebenthifolius"/t1121,59757204575/t8/tNA/tNA/tNA/tNA/tNA/t1,12159757204575/tNA/tNA/tNA/tNA/tNA
"171"/t"Anacardiaceae"/t"Tapirira_guianensis"/tNA/tNA/t5/tNA/tNA/tNA/tNA/tNA/t0,30782181005286/tNA/tNA/tNA/tNA
"274"/t"Annonaceae"/t"Annona_emarginata"/tNA/tNA/tNA/tNA/t3/tNA/tNA/tNA/tNA/tNA/t0,0641217159245419/tNA/tNA
"300"/t"Annonaceae"/t"Annona_mucosa"/tNA/tNA/tNA/tNA/tNA/t8/tNA/tNA/tNA/tNA/tNA/t0,229486186302533/tNA
"230"/t"Annonaceae"/t"Annona_rugulosa"/tNA/tNA/tNA/t78/tNA/tNA/t25/tNA/tNA/t3,10466224495563/tNA/tNA/t0,511097926932193
"313"/t"Annonaceae"/t"Annona_sylvatica"/tNA/tNA/tNA/tNA/tNA/t1/tNA/tNA/tNA/tNA/tNA/t0,0306852119390505/tNA
"121"/t"Annonaceae"/t"Duguetia_lanceolata"/tNA/tNA/t28/tNA/tNA/t1/tNA/tNA/t7,29470164386756/tNA/tNA/t0,113439013587836/tNA
"140"/t"Annonaceae"/t"Guatteria_australis"/tNA/tNA/t12/tNA/t6/t5/tNA/tNA/t0,796947952966973/tNA/t0,634416369941428/t0,204684011855569/tNA
"63"/t"Annonaceae"/t"Guatteria_hilariana"/t35,7876533599909/t4/tNA/tNA/tNA/tNA/tNA/t0,0357876533599909/tNA/tNA/tNA/tNA/tNA
"23"/t"Annonaceae"/t"Guatteria_nigrescens"/t344,461177764964/t24/tNA/tNA/tNA/tNA/tNA/t0,344461177764964/tNA/tNA/tNA/tNA/tNA
"213"/t"Annonaceae"/t"Porcelia_macrocarpa"/tNA/tNA/t1/tNA/tNA/tNA/tNA/tNA/t0,76123770316945/tNA/tNA/tNA/tNA
"44"/t"Annonaceae"/t"Rollinia_silvatica"/t499,607890432746/t8/tNA/tNA/tNA/tNA/tNA/t0,499607890432746/tNA/tNA/tNA/tNA/tNA
"224"/t"Annonaceae"/t"Xylopia_brasiliensis"/tNA/tNA/t1/tNA/tNA/tNA/tNA/tNA/t0,047375778468072/tNA/tNA/tNA/tNA
