"id"	"scientific.name"	"accepted.name"	"family"	"taxon.rank"	"taxon.status"	"search.str"	"threat.status.cnc"	"threat.status.mma"	"threat.status.mma2022"	"notes"	"original.search"
"156"	9767	"Miconia shepherdii R.Goldenb. & Reginato"	NA	"Melastomataceae"	"species"	"accepted"	"Miconia shepherdii"	NA	NA	NA	""	"Miconia shepherdii"
"157"	9666	"Miconia Ruiz & Pav."	NA	"Melastomataceae"	"genus"	"accepted"	"Miconia sp."	NA	NA	NA	""	"Miconia sp."
"158"	9776	"Miconia tristis Spring"	NA	"Melastomataceae"	"species"	"accepted"	"Miconia tristis"	NA	NA	NA	""	"Miconia tristis"
"159"	9988	"Cabralea canjerana (Vell.) Mart."	NA	"Meliaceae"	"species"	"accepted"	"Cabralea canjerana"	NA	NA	NA	""	"Cabralea canjerana"
"160"	9990	"Cedrela fissilis Vell."	NA	"Meliaceae"	"species"	"accepted"	"Cedrela fissilis"	"VU"	"VU"	"VU"	""	"Cedrela fissilis"
"161"	9997	"Guarea macrophylla Vahl"	NA	"Meliaceae"	"species"	"accepted"	"Guarea macrophylla"	NA	NA	NA	""	"Guarea macrophylla"
"162"	10001	"Trichilia catigua A.Juss."	NA	"Meliaceae"	"species"	"accepted"	"Trichilia catigua"	NA	NA	NA	""	"Trichilia catigua"
"163"	10002	"Trichilia clausseni C.DC."	NA	"Meliaceae"	"species"	"accepted"	"Trichilia clausseni"	NA	NA	NA	"was misspelled"	"Trichilia claussenii"
"164"	10003	"Trichilia elegans A.Juss."	NA	"Meliaceae"	"species"	"accepted"	"Trichilia elegans"	NA	NA	NA	""	"Trichilia elegans"
"165"	10011	"Trichilia pallida Sw."	NA	"Meliaceae"	"species"	"accepted"	"Trichilia pallida"	NA	NA	NA	""	"Trichilia pallida"
"166"	10072	"Mollinedia argyrogyna Perkins"	NA	"Monimiaceae"	"species"	"accepted"	"Mollinedia argyrogyna"	"LC"	NA	NA	""	"Mollinedia argyrogyna"
"167"	10081	"Mollinedia elegans Tul."	NA	"Monimiaceae"	"species"	"accepted"	"Mollinedia elegans"	NA	NA	NA	""	"Mollinedia elegans"
"168"	10101	"Mollinedia schottiana (Spreng.) Perkins"	NA	"Monimiaceae"	"species"	"accepted"	"Mollinedia schottiana"	NA	NA	NA	""	"Mollinedia schottiana"
"169"	10168	"Ficus luschnathiana (Miq.) Miq."	NA	"Moraceae"	"species"	"accepted"	"Ficus luschnathiana"	"LC"	NA	NA	""	"Ficus luschnathiana"
"170"	10137	"Ficus L."	NA	"Moraceae"	"genus"	"accepted"	"Ficus sp."	NA	NA	NA	""	"Ficus sp."
"171"	31440	"Sorocea bonplandii (Baill.) W.C.Burger et al."	NA	"Moraceae"	"species"	"accepted"	"Sorocea bonplandii"	NA	NA	NA	""	"Sorocea bonplandii"
"172"	10262	"Blepharocalyx salicifolius (Kunth) O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Blepharocalyx salicifolius"	"LC"	NA	NA	""	"Blepharocalyx salicifolius"
"173"	10314	"Campomanesia eugenioides (Cambess.) D.Legrand ex Landrum"	NA	"Myrtaceae"	"species"	"accepted"	"Campomanesia eugenioides"	"LC"	NA	NA	""	"Campomanesia eugenioides"
"174"	10316	"Campomanesia guazumifolia (Cambess.) O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Campomanesia guazumifolia"	NA	NA	NA	""	"Campomanesia guazumifolia"
"175"	10307	"Campomanesia Ruiz et Pav."	NA	"Myrtaceae"	"genus"	"accepted"	"Campomanesia sp."	NA	NA	NA	""	"Campomanesia sp."
"176"	10307	"Campomanesia Ruiz et Pav."	NA	"Myrtaceae"	"genus"	"accepted"	"Campomanesia sp.2"	NA	NA	NA	""	"Campomanesia sp.2"
"177"	10335	"Campomanesia xanthocarpa (Mart.) O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Campomanesia xanthocarpa"	"LC"	NA	NA	""	"Campomanesia xanthocarpa"
"178"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Eugenia (laranja)"
"179"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Eugenia (miuda, branca)"
"180"	10369	"Eugenia cerasiflora Miq."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia cerasiflora"	"LC"	NA	NA	""	"Eugenia cerasiflora"
"181"	10386	"Eugenia dodonaeifolia Cambess."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia dodonaeifolia"	NA	NA	NA	""	"Eugenia dodonaeifolia"
"182"	10419	"Eugenia involucrata DC."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia involucrata"	NA	NA	NA	""	"Eugenia involucrata"
"183"	10437	"Eugenia ligustrina (Sw.) Willd."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia ligustrina"	NA	NA	NA	""	"Eugenia ligustrina"
"184"	10477	"Eugenia neoverrucosa Sobral"	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia neoverrucosa"	NA	NA	NA	""	"Eugenia neoverrucosa"
"185"	10505	"Eugenia pluriflora DC."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia pluriflora"	"LC"	NA	NA	""	"Eugenia pluriflora"
"186"	10507	"Eugenia prasina O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia prasina"	"LC"	NA	NA	""	"Eugenia prasina"
"187"	10518	"Eugenia ramboi D.Legrand"	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia ramboi"	NA	NA	NA	""	"Eugenia ramboi"
"188"	10338	"Eugenia L."	NA	"Myrtaceae"	"genus"	"accepted"	"Eugenia sp."	NA	NA	NA	""	"Eugenia sp."
"189"	10338	"Eugenia L."	NA	"Myrtaceae"	"genus"	"accepted"	"Eugenia sp.2"	NA	NA	NA	""	"Eugenia sp.2"
"190"	10338	"Eugenia L."	NA	"Myrtaceae"	"genus"	"accepted"	"Eugenia sp.7"	NA	NA	NA	""	"Eugenia sp.7"
"191"	10533	"Eugenia speciosa Cambess."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia speciosa"	NA	NA	NA	""	"Eugenia speciosa"
"192"	10535	"Eugenia sphenophylla O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia sphenophylla"	NA	NA	NA	"was misspelled"	"Eugenia stenophylla"
"193"	10560	"Eugenia uniflora L."	NA	"Myrtaceae"	"species"	"accepted"	"Eugenia uniflora"	NA	NA	NA	""	"Eugenia uniflora"
"194"	10802	"Myrciaria tenella (DC.) O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Myrciaria tenella"	"DD"	NA	NA	"was misspelled"	"Myciaria tenella"
"195"	10634	"Myrceugenia bracteosa (DC.) D.Legrand & Kausel"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia bracteosa"	"EN"	"EN"	"EN"	""	"Myrceugenia bracteosa"
"196"	10635	"Myrceugenia brevipedicellata (Burret) D.Legrand & Kausel"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia brevipedicellata"	"EN"	"EN"	"EN"	""	"Myrceugenia brevipedicellata"
"197"	10636	"Myrceugenia campestris (DC.) D.Legrand & Kausel"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia campestris"	"LC"	NA	NA	""	"Myrceugenia campestris"
"198"	10647	"Myrceugenia miersiana (Gardner) D.Legrand & Kausel"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia miersiana"	"LC"	NA	NA	""	"Myrceugenia miersiana"
"199"	10651	"Myrceugenia ovata (Hook. & Arn.) O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia ovata"	NA	NA	NA	""	"Myrceugenia ovata"
"200"	62907	"Myrceugenia regnelliana (O.Berg) D.Legrand & Kausel"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia regnelliana"	NA	NA	NA	""	"Myrceugenia regnelliana"
"201"	10655	"Myrceugenia rufescens (DC.) D.Legrand & Kausel"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia rufescens"	"LC"	NA	NA	""	"Myrceugenia rufescens"
"202"	10656	"Myrceugenia scutellata D.Legrand"	NA	"Myrtaceae"	"species"	"accepted"	"Myrceugenia scutellata"	"NT"	NA	NA	""	"Myrceugenia scutellata"
"203"	10631	"Myrceugenia O.Berg"	NA	"Myrtaceae"	"genus"	"accepted"	"Myrceugenia sp."	NA	NA	NA	""	"Myrceugenia sp. 2"
"204"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Myrcia (=1475 coletado)"
"205"	37035	"Myrcia aethusa (O.Berg) N.Silveira"	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia aethusa"	NA	NA	NA	""	"Myrcia aethusa"
"206"	37045	"Myrcia bicarinata (O.Berg) D.Legrand"	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia bicarinata"	NA	NA	NA	""	"Myrcia bicarinata"
"207"	616152	"Myrcia glomerata (Cambess.) G.P.Burton & E.Lucas"	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia glomerata"	"LC"	NA	NA	""	"Myrcia glomerata"
"208"	10699	"Myrcia guianensis (Aubl.) DC."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia guianensis"	"LC"	NA	NA	""	"Myrcia guianensis"
"209"	10700	"Myrcia hartwegiana (O.Berg) Kiaersk."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia hartwegiana"	NA	NA	NA	""	"Myrcia hartwegiana"
"210"	616160	"Myrcia loranthifolia (DC.) G.P.Burton & E.Lucas"	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia loranthifolia"	NA	NA	NA	""	"Myrcia loranthifolia"
"211"	10730	"Myrcia multiflora (Lam.) DC."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia multiflora"	NA	NA	NA	""	"Myrcia multiflora"
"212"	611353	"Myrcia neolucida A.R.Lourenço & E.Lucas"	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia neolucida"	NA	NA	NA	""	"Myrcia neolucida"
"213"	10748	"Myrcia retorta Cambess."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia retorta"	NA	NA	NA	""	"Myrcia retorta"
"214"	10756	"Myrcia selloi (Spreng.) N.Silveira"	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia selloi"	NA	NA	NA	""	"Myrcia selloi"
"215"	10660	"Myrcia DC."	NA	"Myrtaceae"	"genus"	"accepted"	"Myrcia sp."	NA	NA	NA	""	"Myrcia sp."
"216"	10759	"Myrcia splendens (Sw.) DC."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia splendens"	NA	NA	NA	""	"Myrcia splendens"
"217"	10765	"Myrcia subcordata DC."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia subcordata"	"LC"	NA	NA	""	"Myrcia subcordata"
"218"	10769	"Myrcia tenuivenosa Kiaersk."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia tenuivenosa"	NA	NA	NA	""	"Myrcia tenuivenosa"
"219"	10772	"Myrcia tomentosa (Aubl.) DC."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia tomentosa"	NA	NA	NA	""	"Myrcia tomentosa"
"220"	10776	"Myrcia venulosa DC."	NA	"Myrtaceae"	"species"	"accepted"	"Myrcia venulosa"	"LC"	NA	NA	""	"Myrcia venulosa"
"221"	10802	"Myrciaria tenella (DC.) O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Myrciaria tenella"	"DD"	NA	NA	""	"Myrciaria tenella"
"222"	10818	"Neomitranthes pedicellata (Burret) Mattos"	NA	"Myrtaceae"	"species"	"accepted"	"Neomitranthes pedicellata"	"EN"	"EN"	"EN"	""	"Neomitranthes pedicellata"
"223"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Neomitranthes sp"
"224"	10823	"Pimenta pseudocaryophyllus (Gomes) Landrum"	NA	"Myrtaceae"	"species"	"accepted"	"Pimenta pseudocaryophyllus"	NA	NA	NA	""	"Pimenta pseudocaryophyllus"
"225"	37142	"Plinia peruviana (Poir.) Govaerts"	NA	"Myrtaceae"	"species"	"accepted"	"Plinia peruviana"	NA	NA	NA	""	"Plinia peruviana"
"226"	10845	"Plinia rivularis (Cambess.) Rotman"	NA	"Myrtaceae"	"species"	"accepted"	"Plinia rivularis"	NA	NA	NA	""	"Plinia rivularis"
"227"	10853	"Psidium L."	NA	"Myrtaceae"	"genus"	"accepted"	"Psidium sp."	NA	NA	NA	""	"Psidium sp."
"228"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Psidum sp.1"
"229"	126962	"Siphoneugena crassifolia (DC.) Proença & Sobral"	NA	"Myrtaceae"	"species"	"accepted"	"Siphoneugena crassifolia"	"LC"	NA	NA	""	"Siphoneugena crassifolia"
"230"	10892	"Siphoneugena densiflora O.Berg"	NA	"Myrtaceae"	"species"	"accepted"	"Siphoneugena densiflora"	"LC"	NA	NA	""	"Siphoneugena densiflora"
"231"	10897	"Siphoneugena reitzii D.Legrand"	NA	"Myrtaceae"	"species"	"accepted"	"Siphoneugena reitzii"	"LC"	NA	NA	""	"Siphoneugena reitzii"
"232"	10913	"Guapira opposita (Vell.) Reitz"	NA	"Nyctaginaceae"	"species"	"accepted"	"Guapira opposita"	NA	NA	NA	""	"Guapira opposita"
"233"	19959	"Tetrastylidium grandifolium (Baill.) Sleumer"	NA	"Strombosiaceae"	"species"	"accepted"	"Tetrastylidium grandifolium"	NA	NA	NA	""	"Tetrastylidium grandifolium"
"234"	10975	"Chionanthus filiformis (Vell.) P.S.Green"	NA	"Oleaceae"	"species"	"accepted"	"Chionanthus filiformis"	"LC"	NA	NA	""	"Chionanthus filiformis"
"235"	19966	"Agonandra brasiliensis Miers ex Benth. & Hook.f."	NA	"Opiliaceae"	"species"	"accepted"	"Agonandra brasiliensis"	NA	NA	NA	""	"Agonandra brasiliensis"
"236"	12575	"Ternstroemia brasiliensis Cambess."	NA	"Pentaphylacaceae"	"species"	"accepted"	"Ternstroemia brasiliensis"	"LC"	NA	NA	""	"Ternstroemia brasiliensis"
"237"	17629	"Pera glabrata (Schott) Baill."	NA	"Peraceae"	"species"	"accepted"	"Pera glabrata"	NA	NA	NA	""	"Pera glabrata"
"238"	12587	"Seguieria langsdorffii Moq."	NA	"Phytolaccaceae"	"species"	"accepted"	"Seguieria langsdorffii"	"LC"	NA	NA	""	"Seguieria langsdorffii"
"239"	12598	"Picramnia glazioviana Engl."	NA	"Picramniaceae"	"species"	"accepted"	"Picramnia glazioviana"	NA	NA	NA	""	"Picramnia glazioviana"
"240"	12600	"Picramnia parvifolia Engl."	NA	"Picramniaceae"	"species"	"accepted"	"Picramnia parvifolia"	"LC"	NA	NA	""	"Picramnia parvifolia"
"241"	12602	"Picramnia sellowii Planch."	NA	"Picramniaceae"	"species"	"accepted"	"Picramnia sellowii"	"LC"	NA	NA	""	"Picramnia sellowii"
"242"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Picramnia sp"
"243"	12590	"Picramnia Sw."	NA	"Picramniaceae"	"genus"	"accepted"	"Picramnia sp.2"	NA	NA	NA	""	"Picramnia sp.2"
"244"	20526	"Podocarpus lambertii Klotzsch ex Endl."	NA	"Podocarpaceae"	"species"	"accepted"	"Podocarpus lambertii"	"LC"	NA	NA	""	"Podocarpus lambertii"
"245"	13717	"Coccoloba warmingii Meisn."	NA	"Polygonaceae"	"species"	"accepted"	"Coccoloba warmingii"	NA	NA	NA	""	"Coccoloba warmingii"
"246"	10228	"Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult."	NA	"Primulaceae"	"species"	"accepted"	"Myrsine coriacea"	NA	NA	NA	""	"Myrsine coriacea"
"247"	10230	"Myrsine gardneriana A.DC."	NA	"Primulaceae"	"species"	"accepted"	"Myrsine gardneriana"	NA	NA	NA	""	"Myrsine gardneriana"
"248"	10233	"Myrsine lancifolia Mart."	NA	"Primulaceae"	"species"	"accepted"	"Myrsine lancifolia"	NA	NA	NA	""	"Myrsine lancifolia"
"249"	10236	"Myrsine loefgrenii (Mez) Imkhan."	NA	"Primulaceae"	"species"	"accepted"	"Myrsine loefgrenii"	NA	NA	NA	""	"Myrsine loefgrenii"
"250"	10242	"Myrsine umbellata Mart."	NA	"Primulaceae"	"species"	"accepted"	"Myrsine umbellata"	NA	NA	NA	""	"Myrsine umbellata"
"251"	104848	"Roupala montana var. brasiliensis (Klotzsch) K.S.Edwards"	NA	"Proteaceae"	"variety"	"accepted"	"Roupala montana var. brasiliensis"	NA	NA	NA	"replaced synonym"	"Roupala brasiliensis"
"252"	13799	"Roupala montana Aubl."	NA	"Proteaceae"	"species"	"accepted"	"Roupala montana"	NA	NA	NA	""	"Roupala montana"
"253"	20651	"Colubrina glandulosa Perkins"	NA	"Rhamnaceae"	"species"	"accepted"	"Colubrina glandulosa"	"LC"	NA	NA	""	"Colubrina glandulosa"
"254"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Frangula sphaerosperma"
"255"	20666	"Rhamnidium elaeocarpum Reissek"	NA	"Rhamnaceae"	"species"	"accepted"	"Rhamnidium elaeocarpum"	NA	NA	NA	""	"Rhamnidium elaeocarpum"
"256"	26058	"Prunus myrtifolia (L.) Urb."	NA	"Rosaceae"	"species"	"accepted"	"Prunus myrtifolia"	NA	NA	NA	""	"Prunus myrtifolia"
"257"	13830	"Amaioua intermedia Mart. ex Schult. & Schult.f."	NA	"Rubiaceae"	"species"	"accepted"	"Amaioua intermedia"	NA	NA	NA	""	"Amaioua intermedia"
"258"	13869	"Chomelia obtusa Cham. & Schltdl."	NA	"Rubiaceae"	"species"	"accepted"	"Chomelia obtusa"	NA	NA	NA	""	"Chomelia obtusa"
"259"	13891	"Cordiera concolor (Cham.) Kuntze"	NA	"Rubiaceae"	"species"	"accepted"	"Cordiera concolor"	NA	NA	NA	""	"Cordiera concolor"
"260"	13892	"Cordiera myrciifolia (K.Schum.) C.H.Perss. & Delprete"	NA	"Rubiaceae"	"species"	"accepted"	"Cordiera myrciifolia"	NA	NA	NA	""	"Cordiera myrciifolia"
"261"	13915	"Coutarea hexandra (Jacq.) K.Schum."	NA	"Rubiaceae"	"species"	"accepted"	"Coutarea hexandra"	NA	NA	NA	""	"Coutarea hexandra"
"262"	13974	"Faramea montevidensis (Cham. & Schltdl.) DC."	NA	"Rubiaceae"	"species"	"accepted"	"Faramea montevidensis"	NA	NA	NA	""	"Faramea montevidensis"
"263"	13941	"Faramea Aubl."	NA	"Rubiaceae"	"genus"	"accepted"	"Faramea sp."	NA	NA	NA	""	"Faramea sp."
"264"	14083	"Ixora venulosa Benth."	NA	"Rubiaceae"	"species"	"accepted"	"Ixora venulosa"	NA	NA	NA	""	"Ixora venulosa"
"265"	613500	"Palicourea sessilis (Vell.) C.M.Taylor"	NA	"Rubiaceae"	"species"	"accepted"	"Palicourea sessilis"	"LC"	NA	NA	""	"Palicourea sessilis"
"266"	14224	"Psychotria suterella Müll.Arg."	NA	"Rubiaceae"	"species"	"accepted"	"Psychotria suterella"	NA	NA	NA	""	"Psychotria suterella"
"267"	14254	"Rudgea gardenioides (Cham.) Müll.Arg."	NA	"Rubiaceae"	"species"	"accepted"	"Rudgea gardenioides"	NA	NA	NA	"was misspelled"	"Rudgea gardenoides"
"268"	14257	"Rudgea jasminoides (Cham.) Müll.Arg."	NA	"Rubiaceae"	"species"	"accepted"	"Rudgea jasminoides"	NA	NA	NA	""	"Rudgea jasminoides"
"269"	14270	"Rudgea triflora Benth."	NA	"Rubiaceae"	"species"	"accepted"	"Rudgea triflora"	"NT"	NA	NA	""	"Rudgea triflora"
"270"	774	"Helietta apiculata Benth."	NA	"Rutaceae"	"species"	"accepted"	"Helietta apiculata"	NA	NA	NA	""	"Helietta apiculata"
"271"	888	"Pilocarpus pennatifolius Lem."	NA	"Rutaceae"	"species"	"accepted"	"Pilocarpus pennatifolius"	NA	NA	NA	""	"Pilocarpus pennatifolius"
"272"	1081	"Zanthoxylum caribaeum Lam."	NA	"Rutaceae"	"species"	"accepted"	"Zanthoxylum caribaeum"	NA	NA	NA	""	"Zanthoxylum caribaeum"
"273"	1104	"Zanthoxylum fagara (L.) Sarg."	NA	"Rutaceae"	"species"	"accepted"	"Zanthoxylum fagara"	NA	NA	NA	""	"Zanthoxylum fagara"
"274"	1133	"Zanthoxylum monogynum A.St.-Hil."	NA	"Rutaceae"	"species"	"accepted"	"Zanthoxylum monogynum"	NA	NA	NA	""	"Zanthoxylum monogynum"
"275"	1162	"Zanthoxylum rhoifolium Lam."	NA	"Rutaceae"	"species"	"accepted"	"Zanthoxylum rhoifolium"	NA	NA	NA	""	"Zanthoxylum rhoifolium"
"276"	14345	"Meliosma Blume"	NA	"Sabiaceae"	"genus"	"accepted"	"Meliosma sp."	NA	NA	NA	""	"Meliosma sp."
"277"	14367	"Casearia decandra Jacq."	NA	"Salicaceae"	"species"	"accepted"	"Casearia decandra"	NA	NA	NA	""	"Casearia decandra"
"278"	14369	"Casearia gossypiosperma Briq."	NA	"Salicaceae"	"species"	"accepted"	"Casearia gossypiosperma"	"LC"	NA	NA	""	"Casearia gossypiosperma"
"279"	14373	"Casearia lasiophylla Eichler"	NA	"Salicaceae"	"species"	"accepted"	"Casearia lasiophylla"	"LC"	NA	NA	""	"Casearia lasiophylla"
"280"	14378	"Casearia obliqua Spreng."	NA	"Salicaceae"	"species"	"accepted"	"Casearia obliqua"	NA	NA	NA	""	"Casearia obliqua"
"281"	14384	"Casearia sylvestris Sw."	NA	"Salicaceae"	"species"	"accepted"	"Casearia sylvestris"	NA	NA	NA	""	"Casearia sylvestris"
"282"	14390	"Prockia crucis P.Browne ex L."	NA	"Salicaceae"	"species"	"accepted"	"Prockia crucis"	NA	NA	NA	""	"Prockia crucis"
"283"	14394	"Xylosma ciliatifolia (Clos) Eichler"	NA	"Salicaceae"	"species"	"accepted"	"Xylosma ciliatifolia"	NA	NA	NA	""	"Xylosma ciliatifolia"
"284"	14398	"Xylosma tweediana (Clos) Eichler"	NA	"Salicaceae"	"species"	"accepted"	"Xylosma tweediana"	NA	NA	NA	""	"Xylosma tweediana"
"285"	20873	"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl."	NA	"Sapindaceae"	"species"	"accepted"	"Allophylus edulis"	NA	NA	NA	""	"Allophylus edulis"
"286"	20894	"Cupania oblongifolia Mart."	NA	"Sapindaceae"	"species"	"accepted"	"Cupania oblongifolia"	NA	NA	NA	""	"Cupania oblongifolia"
"287"	32716	"Cupania tenuivalvis Radlk."	NA	"Sapindaceae"	"species"	"accepted"	"Cupania tenuivalvis"	NA	NA	NA	""	"Cupania tenuivalvis"
"288"	32717	"Cupania vernalis Cambess."	NA	"Sapindaceae"	"species"	"accepted"	"Cupania vernalis"	NA	NA	NA	""	"Cupania vernalis"
"289"	32718	"Diatenopteryx sorbifolia Radlk."	NA	"Sapindaceae"	"species"	"accepted"	"Diatenopteryx sorbifolia"	NA	NA	NA	""	"Diatenopteryx sorbifolia"
"290"	32720	"Matayba elaeagnoides Radlk."	NA	"Sapindaceae"	"species"	"accepted"	"Matayba elaeagnoides"	NA	NA	NA	""	"Matayba elaeagnoides"
"291"	14457	"Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl."	NA	"Sapotaceae"	"species"	"accepted"	"Chrysophyllum gonocarpum"	NA	NA	NA	""	"Chrysophyllum gonocarpum"
"292"	14462	"Chrysophyllum marginatum (Hook. & Arn.) Radlk."	NA	"Sapotaceae"	"species"	"accepted"	"Chrysophyllum marginatum"	NA	NA	NA	""	"Chrysophyllum marginatum"
"293"	14502	"Pouteria gardneri (Mart. & Miq.) Baehni"	NA	"Sapotaceae"	"species"	"accepted"	"Pouteria gardneri"	"VU"	NA	NA	""	"Pouteria gardneri"
"294"	14503	"Pouteria gardneriana (A.DC.) Radlk."	NA	"Sapotaceae"	"species"	"accepted"	"Pouteria gardneriana"	NA	NA	NA	""	"Pouteria gardneriana"
"295"	1301	"Picrasma crenata (Vell.) Engl."	NA	"Simaroubaceae"	"species"	"accepted"	"Picrasma crenata"	"LC"	NA	NA	""	"Picrasma crenata"
"296"	14644	"Cestrum intermedium Sendtn."	NA	"Solanaceae"	"species"	"accepted"	"Cestrum intermedium"	NA	NA	NA	""	"Cestrum intermedium"
"297"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"not found"	"Solanum (=231)"
"298"	14731	"Solanum argenteum Dunal"	NA	"Solanaceae"	"species"	"accepted"	"Solanum argenteum"	NA	NA	NA	"was misspelled"	"Solanum argentum"
"299"	14737	"Solanum bullatum Vell."	NA	"Solanaceae"	"species"	"accepted"	"Solanum bullatum"	"LC"	NA	NA	""	"Solanum bullatum"
"300"	14752	"Solanum concinnum Schott ex Sendtn."	NA	"Solanaceae"	"species"	"accepted"	"Solanum concinnum"	NA	NA	NA	""	"Solanum concinnum"
"301"	14809	"Solanum mauritianum Scop."	NA	"Solanaceae"	"species"	"accepted"	"Solanum mauritianum"	NA	NA	NA	""	"Solanum mauritianum"
"302"	14836	"Solanum pseudoquina A.St.-Hil."	NA	"Solanaceae"	"species"	"accepted"	"Solanum pseudoquina"	"LC"	NA	NA	""	"Solanum pseudoquina"
"303"	14846	"Solanum rufescens Sendtn."	NA	"Solanaceae"	"species"	"accepted"	"Solanum rufescens"	NA	NA	NA	""	"Solanum rufescens"
"304"	14851	"Solanum sanctae-catharinae Dunal"	NA	"Solanaceae"	"species"	"accepted"	"Solanum sanctae-catharinae"	NA	NA	NA	""	"Solanum sanctae-catharinae"
"305"	14872	"Solanum swartzianum Roem. & Schult."	NA	"Solanaceae"	"species"	"accepted"	"Solanum swartzianum"	NA	NA	NA	""	"Solanum swartzianum"
"306"	21251	"Styrax camporum Pohl"	NA	"Styracaceae"	"species"	"accepted"	"Styrax camporum"	NA	NA	NA	""	"Styrax camporum"
"307"	14894	"Styrax leprosus Hook. & Arn."	NA	"Styracaceae"	"species"	"accepted"	"Styrax leprosus"	NA	NA	NA	""	"Styrax leprosus"
"308"	21256	"Styrax pohlii A.DC."	NA	"Styracaceae"	"species"	"accepted"	"Styrax pohlii"	NA	NA	NA	""	"Styrax pohlii"
"309"	14900	"Symplocos celastrinea Mart."	NA	"Symplocaceae"	"species"	"accepted"	"Symplocos celastrinea"	NA	NA	NA	""	"Symplocos celastrinea"
"310"	111277	"Symplocos estrellensis Casar."	NA	"Symplocaceae"	"species"	"accepted"	"Symplocos estrellensis"	NA	NA	NA	""	"Symplocos estrellensis"
"311"	14902	"Symplocos falcata Brand"	NA	"Symplocaceae"	"species"	"accepted"	"Symplocos falcata"	"LC"	NA	NA	""	"Symplocos falcata"
"312"	14905	"Symplocos insignis Brand"	NA	"Symplocaceae"	"species"	"accepted"	"Symplocos insignis"	NA	NA	NA	""	"Symplocos insignis"
"313"	14915	"Symplocos pubescens Klotzsch ex Benth."	NA	"Symplocaceae"	"species"	"accepted"	"Symplocos pubescens"	NA	NA	NA	""	"Symplocos pubescens"
"314"	115421	"Symplocos revoluta Casar."	NA	"Symplocaceae"	"species"	"accepted"	"Symplocos revoluta"	NA	NA	NA	""	"Symplocos revoluta"
"315"	14949	"Daphnopsis sellowiana Taub."	NA	"Thymelaeaceae"	"species"	"accepted"	"Daphnopsis sellowiana"	NA	NA	NA	""	"Daphnopsis sellowiana"
"316"	15039	"Cecropia glaziovii Snethl."	NA	"Urticaceae"	"species"	"accepted"	"Cecropia glaziovii"	NA	NA	NA	""	"Cecropia glaziovii"
"317"	15041	"Cecropia pachystachya Trécul"	NA	"Urticaceae"	"species"	"accepted"	"Cecropia pachystachya"	NA	NA	NA	""	"Cecropia pachystachya"
